"","x"
"4812","audSpec_Rfilt_sma.25._minRangeRel"
"4813","audSpec_Rfilt_sma.25._meanRisingSlope"
"4814","audSpec_Rfilt_sma.25._stddevRisingSlope"
"4815","audSpec_Rfilt_sma.25._meanFallingSlope"
"4816","audSpec_Rfilt_sma.25._stddevFallingSlope"
"4817","audSpec_Rfilt_sma.25._linregc1"
"4818","audSpec_Rfilt_sma.25._linregc2"
"4819","audSpec_Rfilt_sma.25._linregerrQ"
"4820","audSpec_Rfilt_sma.25._qregc1"
"4821","audSpec_Rfilt_sma.25._qregc2"
"4822","audSpec_Rfilt_sma.25._qregc3"
"4823","audSpec_Rfilt_sma.25._qregerrQ"
"4824","audSpec_Rfilt_sma.25._centroid"
"4825","pcm_fftMag_fband250.650_sma_amean"
"4826","pcm_fftMag_fband250.650_sma_flatness"
"4827","pcm_fftMag_fband250.650_sma_rqmean"
"4828","pcm_fftMag_fband250.650_sma_meanPeakDist"
"4829","pcm_fftMag_fband250.650_sma_peakDistStddev"
"4830","pcm_fftMag_fband250.650_sma_peakRangeAbs"
"4831","pcm_fftMag_fband250.650_sma_peakRangeRel"
"4832","pcm_fftMag_fband250.650_sma_peakMeanAbs"
"4833","pcm_fftMag_fband250.650_sma_peakMeanMeanDist"
"4834","pcm_fftMag_fband250.650_sma_peakMeanRel"
"4835","pcm_fftMag_fband250.650_sma_minRangeRel"
"4836","pcm_fftMag_fband250.650_sma_meanRisingSlope"
"4837","pcm_fftMag_fband250.650_sma_stddevRisingSlope"
"4838","pcm_fftMag_fband250.650_sma_meanFallingSlope"
"4839","pcm_fftMag_fband250.650_sma_stddevFallingSlope"
"4840","pcm_fftMag_fband250.650_sma_linregc1"
"4841","pcm_fftMag_fband250.650_sma_linregc2"
"4842","pcm_fftMag_fband250.650_sma_linregerrQ"
"4843","pcm_fftMag_fband250.650_sma_qregc1"
"4844","pcm_fftMag_fband250.650_sma_qregc2"
"4845","pcm_fftMag_fband250.650_sma_qregc3"
"4846","pcm_fftMag_fband250.650_sma_qregerrQ"
"4847","pcm_fftMag_fband250.650_sma_centroid"
"4848","pcm_fftMag_fband1000.4000_sma_amean"
"4849","pcm_fftMag_fband1000.4000_sma_flatness"
"4850","pcm_fftMag_fband1000.4000_sma_rqmean"
"4851","pcm_fftMag_fband1000.4000_sma_meanPeakDist"
"4852","pcm_fftMag_fband1000.4000_sma_peakDistStddev"
"4853","pcm_fftMag_fband1000.4000_sma_peakRangeAbs"
"4854","pcm_fftMag_fband1000.4000_sma_peakRangeRel"
"4855","pcm_fftMag_fband1000.4000_sma_peakMeanAbs"
"4856","pcm_fftMag_fband1000.4000_sma_peakMeanMeanDist"
"4857","pcm_fftMag_fband1000.4000_sma_peakMeanRel"
"4858","pcm_fftMag_fband1000.4000_sma_minRangeRel"
"4859","pcm_fftMag_fband1000.4000_sma_meanRisingSlope"
"4860","pcm_fftMag_fband1000.4000_sma_stddevRisingSlope"
"4861","pcm_fftMag_fband1000.4000_sma_meanFallingSlope"
"4862","pcm_fftMag_fband1000.4000_sma_stddevFallingSlope"
"4863","pcm_fftMag_fband1000.4000_sma_linregc1"
"4864","pcm_fftMag_fband1000.4000_sma_linregc2"
"4865","pcm_fftMag_fband1000.4000_sma_linregerrQ"
"4866","pcm_fftMag_fband1000.4000_sma_qregc1"
"4867","pcm_fftMag_fband1000.4000_sma_qregc2"
"4868","pcm_fftMag_fband1000.4000_sma_qregc3"
"4869","pcm_fftMag_fband1000.4000_sma_qregerrQ"
"4870","pcm_fftMag_fband1000.4000_sma_centroid"
"4871","pcm_fftMag_spectralRollOff25.0_sma_amean"
"4872","pcm_fftMag_spectralRollOff25.0_sma_flatness"
"4873","pcm_fftMag_spectralRollOff25.0_sma_rqmean"
"4874","pcm_fftMag_spectralRollOff25.0_sma_meanPeakDist"
"4875","pcm_fftMag_spectralRollOff25.0_sma_peakDistStddev"
"4876","pcm_fftMag_spectralRollOff25.0_sma_peakRangeAbs"
"4877","pcm_fftMag_spectralRollOff25.0_sma_peakRangeRel"
"4878","pcm_fftMag_spectralRollOff25.0_sma_peakMeanAbs"
"4879","pcm_fftMag_spectralRollOff25.0_sma_peakMeanMeanDist"
"4880","pcm_fftMag_spectralRollOff25.0_sma_peakMeanRel"
"4881","pcm_fftMag_spectralRollOff25.0_sma_minRangeRel"
"4882","pcm_fftMag_spectralRollOff25.0_sma_meanRisingSlope"
"4883","pcm_fftMag_spectralRollOff25.0_sma_stddevRisingSlope"
"4884","pcm_fftMag_spectralRollOff25.0_sma_meanFallingSlope"
"4885","pcm_fftMag_spectralRollOff25.0_sma_stddevFallingSlope"
"4886","pcm_fftMag_spectralRollOff25.0_sma_linregc1"
"4887","pcm_fftMag_spectralRollOff25.0_sma_linregc2"
"4888","pcm_fftMag_spectralRollOff25.0_sma_linregerrQ"
"4889","pcm_fftMag_spectralRollOff25.0_sma_qregc1"
"4890","pcm_fftMag_spectralRollOff25.0_sma_qregc2"
"4891","pcm_fftMag_spectralRollOff25.0_sma_qregc3"
"4892","pcm_fftMag_spectralRollOff25.0_sma_qregerrQ"
"4893","pcm_fftMag_spectralRollOff25.0_sma_centroid"
"4894","pcm_fftMag_spectralRollOff50.0_sma_amean"
"4895","pcm_fftMag_spectralRollOff50.0_sma_flatness"
"4896","pcm_fftMag_spectralRollOff50.0_sma_rqmean"
"4897","pcm_fftMag_spectralRollOff50.0_sma_meanPeakDist"
"4898","pcm_fftMag_spectralRollOff50.0_sma_peakDistStddev"
"4899","pcm_fftMag_spectralRollOff50.0_sma_peakRangeAbs"
"4900","pcm_fftMag_spectralRollOff50.0_sma_peakRangeRel"
"4901","pcm_fftMag_spectralRollOff50.0_sma_peakMeanAbs"
"4902","pcm_fftMag_spectralRollOff50.0_sma_peakMeanMeanDist"
"4903","pcm_fftMag_spectralRollOff50.0_sma_peakMeanRel"
"4904","pcm_fftMag_spectralRollOff50.0_sma_minRangeRel"
"4905","pcm_fftMag_spectralRollOff50.0_sma_meanRisingSlope"
"4906","pcm_fftMag_spectralRollOff50.0_sma_stddevRisingSlope"
"4907","pcm_fftMag_spectralRollOff50.0_sma_meanFallingSlope"
"4908","pcm_fftMag_spectralRollOff50.0_sma_stddevFallingSlope"
"4909","pcm_fftMag_spectralRollOff50.0_sma_linregc1"
"4910","pcm_fftMag_spectralRollOff50.0_sma_linregc2"
"4911","pcm_fftMag_spectralRollOff50.0_sma_linregerrQ"
"4912","pcm_fftMag_spectralRollOff50.0_sma_qregc1"
"4913","pcm_fftMag_spectralRollOff50.0_sma_qregc2"
"4914","pcm_fftMag_spectralRollOff50.0_sma_qregc3"
"4915","pcm_fftMag_spectralRollOff50.0_sma_qregerrQ"
"4916","pcm_fftMag_spectralRollOff50.0_sma_centroid"
"4917","pcm_fftMag_spectralRollOff75.0_sma_amean"
"4918","pcm_fftMag_spectralRollOff75.0_sma_flatness"
"4919","pcm_fftMag_spectralRollOff75.0_sma_rqmean"
"4920","pcm_fftMag_spectralRollOff75.0_sma_meanPeakDist"
"4921","pcm_fftMag_spectralRollOff75.0_sma_peakDistStddev"
"4922","pcm_fftMag_spectralRollOff75.0_sma_peakRangeAbs"
"4923","pcm_fftMag_spectralRollOff75.0_sma_peakRangeRel"
"4924","pcm_fftMag_spectralRollOff75.0_sma_peakMeanAbs"
"4925","pcm_fftMag_spectralRollOff75.0_sma_peakMeanMeanDist"
"4926","pcm_fftMag_spectralRollOff75.0_sma_peakMeanRel"
"4927","pcm_fftMag_spectralRollOff75.0_sma_minRangeRel"
"4928","pcm_fftMag_spectralRollOff75.0_sma_meanRisingSlope"
"4929","pcm_fftMag_spectralRollOff75.0_sma_stddevRisingSlope"
"4930","pcm_fftMag_spectralRollOff75.0_sma_meanFallingSlope"
"4931","pcm_fftMag_spectralRollOff75.0_sma_stddevFallingSlope"
"4932","pcm_fftMag_spectralRollOff75.0_sma_linregc1"
"4933","pcm_fftMag_spectralRollOff75.0_sma_linregc2"
"4934","pcm_fftMag_spectralRollOff75.0_sma_linregerrQ"
"4935","pcm_fftMag_spectralRollOff75.0_sma_qregc1"
"4936","pcm_fftMag_spectralRollOff75.0_sma_qregc2"
"4937","pcm_fftMag_spectralRollOff75.0_sma_qregc3"
"4938","pcm_fftMag_spectralRollOff75.0_sma_qregerrQ"
"4939","pcm_fftMag_spectralRollOff75.0_sma_centroid"
"4940","pcm_fftMag_spectralRollOff90.0_sma_amean"
"4941","pcm_fftMag_spectralRollOff90.0_sma_flatness"
"4942","pcm_fftMag_spectralRollOff90.0_sma_rqmean"
"4943","pcm_fftMag_spectralRollOff90.0_sma_meanPeakDist"
"4944","pcm_fftMag_spectralRollOff90.0_sma_peakDistStddev"
"4945","pcm_fftMag_spectralRollOff90.0_sma_peakRangeAbs"
"4946","pcm_fftMag_spectralRollOff90.0_sma_peakRangeRel"
"4947","pcm_fftMag_spectralRollOff90.0_sma_peakMeanAbs"
"4948","pcm_fftMag_spectralRollOff90.0_sma_peakMeanMeanDist"
"4949","pcm_fftMag_spectralRollOff90.0_sma_peakMeanRel"
"4950","pcm_fftMag_spectralRollOff90.0_sma_minRangeRel"
"4951","pcm_fftMag_spectralRollOff90.0_sma_meanRisingSlope"
"4952","pcm_fftMag_spectralRollOff90.0_sma_stddevRisingSlope"
"4953","pcm_fftMag_spectralRollOff90.0_sma_meanFallingSlope"
"4954","pcm_fftMag_spectralRollOff90.0_sma_stddevFallingSlope"
"4955","pcm_fftMag_spectralRollOff90.0_sma_linregc1"
"4956","pcm_fftMag_spectralRollOff90.0_sma_linregc2"
"4957","pcm_fftMag_spectralRollOff90.0_sma_linregerrQ"
"4958","pcm_fftMag_spectralRollOff90.0_sma_qregc1"
"4959","pcm_fftMag_spectralRollOff90.0_sma_qregc2"
"4960","pcm_fftMag_spectralRollOff90.0_sma_qregc3"
"4961","pcm_fftMag_spectralRollOff90.0_sma_qregerrQ"
"4962","pcm_fftMag_spectralRollOff90.0_sma_centroid"
"4963","pcm_fftMag_spectralFlux_sma_amean"
"4964","pcm_fftMag_spectralFlux_sma_flatness"
"4965","pcm_fftMag_spectralFlux_sma_rqmean"
"4966","pcm_fftMag_spectralFlux_sma_meanPeakDist"
"4967","pcm_fftMag_spectralFlux_sma_peakDistStddev"
"4968","pcm_fftMag_spectralFlux_sma_peakRangeAbs"
"4969","pcm_fftMag_spectralFlux_sma_peakRangeRel"
"4970","pcm_fftMag_spectralFlux_sma_peakMeanAbs"
"4971","pcm_fftMag_spectralFlux_sma_peakMeanMeanDist"
"4972","pcm_fftMag_spectralFlux_sma_peakMeanRel"
"4973","pcm_fftMag_spectralFlux_sma_minRangeRel"
"4974","pcm_fftMag_spectralFlux_sma_meanRisingSlope"
"4975","pcm_fftMag_spectralFlux_sma_stddevRisingSlope"
"4976","pcm_fftMag_spectralFlux_sma_meanFallingSlope"
"4977","pcm_fftMag_spectralFlux_sma_stddevFallingSlope"
"4978","pcm_fftMag_spectralFlux_sma_linregc1"
"4979","pcm_fftMag_spectralFlux_sma_linregc2"
"4980","pcm_fftMag_spectralFlux_sma_linregerrQ"
"4981","pcm_fftMag_spectralFlux_sma_qregc1"
"4982","pcm_fftMag_spectralFlux_sma_qregc2"
"4983","pcm_fftMag_spectralFlux_sma_qregc3"
"4984","pcm_fftMag_spectralFlux_sma_qregerrQ"
"4985","pcm_fftMag_spectralFlux_sma_centroid"
"4986","pcm_fftMag_spectralCentroid_sma_amean"
"4987","pcm_fftMag_spectralCentroid_sma_flatness"
"4988","pcm_fftMag_spectralCentroid_sma_rqmean"
"4989","pcm_fftMag_spectralCentroid_sma_meanPeakDist"
"4990","pcm_fftMag_spectralCentroid_sma_peakDistStddev"
"4991","pcm_fftMag_spectralCentroid_sma_peakRangeAbs"
"4992","pcm_fftMag_spectralCentroid_sma_peakRangeRel"
"4993","pcm_fftMag_spectralCentroid_sma_peakMeanAbs"
"4994","pcm_fftMag_spectralCentroid_sma_peakMeanMeanDist"
"4995","pcm_fftMag_spectralCentroid_sma_peakMeanRel"
"4996","pcm_fftMag_spectralCentroid_sma_minRangeRel"
"4997","pcm_fftMag_spectralCentroid_sma_meanRisingSlope"
"4998","pcm_fftMag_spectralCentroid_sma_stddevRisingSlope"
"4999","pcm_fftMag_spectralCentroid_sma_meanFallingSlope"
"5000","pcm_fftMag_spectralCentroid_sma_stddevFallingSlope"
"5001","pcm_fftMag_spectralCentroid_sma_linregc1"
"5002","pcm_fftMag_spectralCentroid_sma_linregc2"
"5003","pcm_fftMag_spectralCentroid_sma_linregerrQ"
"5004","pcm_fftMag_spectralCentroid_sma_qregc1"
"5005","pcm_fftMag_spectralCentroid_sma_qregc2"
"5006","pcm_fftMag_spectralCentroid_sma_qregc3"
"5007","pcm_fftMag_spectralCentroid_sma_qregerrQ"
"5008","pcm_fftMag_spectralCentroid_sma_centroid"
"5009","pcm_fftMag_spectralEntropy_sma_amean"
"5010","pcm_fftMag_spectralEntropy_sma_flatness"
"5011","pcm_fftMag_spectralEntropy_sma_rqmean"
"5012","pcm_fftMag_spectralEntropy_sma_meanPeakDist"
"5013","pcm_fftMag_spectralEntropy_sma_peakDistStddev"
"5014","pcm_fftMag_spectralEntropy_sma_peakRangeAbs"
"5015","pcm_fftMag_spectralEntropy_sma_peakRangeRel"
"5016","pcm_fftMag_spectralEntropy_sma_peakMeanAbs"
"5017","pcm_fftMag_spectralEntropy_sma_peakMeanMeanDist"
"5018","pcm_fftMag_spectralEntropy_sma_peakMeanRel"
"5019","pcm_fftMag_spectralEntropy_sma_minRangeRel"
"5020","pcm_fftMag_spectralEntropy_sma_meanRisingSlope"
"5021","pcm_fftMag_spectralEntropy_sma_stddevRisingSlope"
"5022","pcm_fftMag_spectralEntropy_sma_meanFallingSlope"
"5023","pcm_fftMag_spectralEntropy_sma_stddevFallingSlope"
"5024","pcm_fftMag_spectralEntropy_sma_linregc1"
"5025","pcm_fftMag_spectralEntropy_sma_linregc2"
"5026","pcm_fftMag_spectralEntropy_sma_linregerrQ"
"5027","pcm_fftMag_spectralEntropy_sma_qregc1"
"5028","pcm_fftMag_spectralEntropy_sma_qregc2"
"5029","pcm_fftMag_spectralEntropy_sma_qregc3"
"5030","pcm_fftMag_spectralEntropy_sma_qregerrQ"
"5031","pcm_fftMag_spectralEntropy_sma_centroid"
"5032","pcm_fftMag_spectralVariance_sma_amean"
"5033","pcm_fftMag_spectralVariance_sma_flatness"
"5034","pcm_fftMag_spectralVariance_sma_rqmean"
"5035","pcm_fftMag_spectralVariance_sma_meanPeakDist"
"5036","pcm_fftMag_spectralVariance_sma_peakDistStddev"
"5037","pcm_fftMag_spectralVariance_sma_peakRangeAbs"
"5038","pcm_fftMag_spectralVariance_sma_peakRangeRel"
"5039","pcm_fftMag_spectralVariance_sma_peakMeanAbs"
"5040","pcm_fftMag_spectralVariance_sma_peakMeanMeanDist"
"5041","pcm_fftMag_spectralVariance_sma_peakMeanRel"
"5042","pcm_fftMag_spectralVariance_sma_minRangeRel"
"5043","pcm_fftMag_spectralVariance_sma_meanRisingSlope"
"5044","pcm_fftMag_spectralVariance_sma_stddevRisingSlope"
"5045","pcm_fftMag_spectralVariance_sma_meanFallingSlope"
"5046","pcm_fftMag_spectralVariance_sma_stddevFallingSlope"
"5047","pcm_fftMag_spectralVariance_sma_linregc1"
"5048","pcm_fftMag_spectralVariance_sma_linregc2"
"5049","pcm_fftMag_spectralVariance_sma_linregerrQ"
"5050","pcm_fftMag_spectralVariance_sma_qregc1"
"5051","pcm_fftMag_spectralVariance_sma_qregc2"
"5052","pcm_fftMag_spectralVariance_sma_qregc3"
"5053","pcm_fftMag_spectralVariance_sma_qregerrQ"
"5054","pcm_fftMag_spectralVariance_sma_centroid"
"5055","pcm_fftMag_spectralSkewness_sma_amean"
"5056","pcm_fftMag_spectralSkewness_sma_flatness"
"5057","pcm_fftMag_spectralSkewness_sma_rqmean"
"5058","pcm_fftMag_spectralSkewness_sma_meanPeakDist"
"5059","pcm_fftMag_spectralSkewness_sma_peakDistStddev"
"5060","pcm_fftMag_spectralSkewness_sma_peakRangeAbs"
"5061","pcm_fftMag_spectralSkewness_sma_peakRangeRel"
"5062","pcm_fftMag_spectralSkewness_sma_peakMeanAbs"
"5063","pcm_fftMag_spectralSkewness_sma_peakMeanMeanDist"
"5064","pcm_fftMag_spectralSkewness_sma_peakMeanRel"
"5065","pcm_fftMag_spectralSkewness_sma_minRangeRel"
"5066","pcm_fftMag_spectralSkewness_sma_meanRisingSlope"
"5067","pcm_fftMag_spectralSkewness_sma_stddevRisingSlope"
"5068","pcm_fftMag_spectralSkewness_sma_meanFallingSlope"
"5069","pcm_fftMag_spectralSkewness_sma_stddevFallingSlope"
"5070","pcm_fftMag_spectralSkewness_sma_linregc1"
"5071","pcm_fftMag_spectralSkewness_sma_linregc2"
"5072","pcm_fftMag_spectralSkewness_sma_linregerrQ"
"5073","pcm_fftMag_spectralSkewness_sma_qregc1"
"5074","pcm_fftMag_spectralSkewness_sma_qregc2"
"5075","pcm_fftMag_spectralSkewness_sma_qregc3"
"5076","pcm_fftMag_spectralSkewness_sma_qregerrQ"
"5077","pcm_fftMag_spectralSkewness_sma_centroid"
"5078","pcm_fftMag_spectralKurtosis_sma_amean"
"5079","pcm_fftMag_spectralKurtosis_sma_flatness"
"5080","pcm_fftMag_spectralKurtosis_sma_rqmean"
"5081","pcm_fftMag_spectralKurtosis_sma_meanPeakDist"
"5082","pcm_fftMag_spectralKurtosis_sma_peakDistStddev"
"5083","pcm_fftMag_spectralKurtosis_sma_peakRangeAbs"
"5084","pcm_fftMag_spectralKurtosis_sma_peakRangeRel"
"5085","pcm_fftMag_spectralKurtosis_sma_peakMeanAbs"
"5086","pcm_fftMag_spectralKurtosis_sma_peakMeanMeanDist"
"5087","pcm_fftMag_spectralKurtosis_sma_peakMeanRel"
"5088","pcm_fftMag_spectralKurtosis_sma_minRangeRel"
"5089","pcm_fftMag_spectralKurtosis_sma_meanRisingSlope"
"5090","pcm_fftMag_spectralKurtosis_sma_stddevRisingSlope"
"5091","pcm_fftMag_spectralKurtosis_sma_meanFallingSlope"
"5092","pcm_fftMag_spectralKurtosis_sma_stddevFallingSlope"
"5093","pcm_fftMag_spectralKurtosis_sma_linregc1"
"5094","pcm_fftMag_spectralKurtosis_sma_linregc2"
"5095","pcm_fftMag_spectralKurtosis_sma_linregerrQ"
"5096","pcm_fftMag_spectralKurtosis_sma_qregc1"
"5097","pcm_fftMag_spectralKurtosis_sma_qregc2"
"5098","pcm_fftMag_spectralKurtosis_sma_qregc3"
"5099","pcm_fftMag_spectralKurtosis_sma_qregerrQ"
"5100","pcm_fftMag_spectralKurtosis_sma_centroid"
"5101","pcm_fftMag_spectralSlope_sma_amean"
"5102","pcm_fftMag_spectralSlope_sma_flatness"
"5103","pcm_fftMag_spectralSlope_sma_rqmean"
"5104","pcm_fftMag_spectralSlope_sma_meanPeakDist"
"5105","pcm_fftMag_spectralSlope_sma_peakDistStddev"
"5106","pcm_fftMag_spectralSlope_sma_peakRangeAbs"
"5107","pcm_fftMag_spectralSlope_sma_peakRangeRel"
"5108","pcm_fftMag_spectralSlope_sma_peakMeanAbs"
"5109","pcm_fftMag_spectralSlope_sma_peakMeanMeanDist"
"5110","pcm_fftMag_spectralSlope_sma_peakMeanRel"
"5111","pcm_fftMag_spectralSlope_sma_minRangeRel"
"5112","pcm_fftMag_spectralSlope_sma_meanRisingSlope"
"5113","pcm_fftMag_spectralSlope_sma_stddevRisingSlope"
"5114","pcm_fftMag_spectralSlope_sma_meanFallingSlope"
"5115","pcm_fftMag_spectralSlope_sma_stddevFallingSlope"
"5116","pcm_fftMag_spectralSlope_sma_linregc1"
"5117","pcm_fftMag_spectralSlope_sma_linregc2"
"5118","pcm_fftMag_spectralSlope_sma_linregerrQ"
"5119","pcm_fftMag_spectralSlope_sma_qregc1"
"5120","pcm_fftMag_spectralSlope_sma_qregc2"
"5121","pcm_fftMag_spectralSlope_sma_qregc3"
"5122","pcm_fftMag_spectralSlope_sma_qregerrQ"
"5123","pcm_fftMag_spectralSlope_sma_centroid"
"5124","pcm_fftMag_psySharpness_sma_amean"
"5125","pcm_fftMag_psySharpness_sma_flatness"
"5126","pcm_fftMag_psySharpness_sma_rqmean"
"5127","pcm_fftMag_psySharpness_sma_meanPeakDist"
"5128","pcm_fftMag_psySharpness_sma_peakDistStddev"
"5129","pcm_fftMag_psySharpness_sma_peakRangeAbs"
"5130","pcm_fftMag_psySharpness_sma_peakRangeRel"
"5131","pcm_fftMag_psySharpness_sma_peakMeanAbs"
"5132","pcm_fftMag_psySharpness_sma_peakMeanMeanDist"
"5133","pcm_fftMag_psySharpness_sma_peakMeanRel"
"5134","pcm_fftMag_psySharpness_sma_minRangeRel"
"5135","pcm_fftMag_psySharpness_sma_meanRisingSlope"
"5136","pcm_fftMag_psySharpness_sma_stddevRisingSlope"
"5137","pcm_fftMag_psySharpness_sma_meanFallingSlope"
"5138","pcm_fftMag_psySharpness_sma_stddevFallingSlope"
"5139","pcm_fftMag_psySharpness_sma_linregc1"
"5140","pcm_fftMag_psySharpness_sma_linregc2"
"5141","pcm_fftMag_psySharpness_sma_linregerrQ"
"5142","pcm_fftMag_psySharpness_sma_qregc1"
"5143","pcm_fftMag_psySharpness_sma_qregc2"
"5144","pcm_fftMag_psySharpness_sma_qregc3"
"5145","pcm_fftMag_psySharpness_sma_qregerrQ"
"5146","pcm_fftMag_psySharpness_sma_centroid"
"5147","pcm_fftMag_spectralHarmonicity_sma_amean"
"5148","pcm_fftMag_spectralHarmonicity_sma_flatness"
"5149","pcm_fftMag_spectralHarmonicity_sma_rqmean"
"5150","pcm_fftMag_spectralHarmonicity_sma_meanPeakDist"
"5151","pcm_fftMag_spectralHarmonicity_sma_peakDistStddev"
"5152","pcm_fftMag_spectralHarmonicity_sma_peakRangeAbs"
"5153","pcm_fftMag_spectralHarmonicity_sma_peakRangeRel"
"5154","pcm_fftMag_spectralHarmonicity_sma_peakMeanAbs"
"5155","pcm_fftMag_spectralHarmonicity_sma_peakMeanMeanDist"
"5156","pcm_fftMag_spectralHarmonicity_sma_peakMeanRel"
"5157","pcm_fftMag_spectralHarmonicity_sma_minRangeRel"
"5158","pcm_fftMag_spectralHarmonicity_sma_meanRisingSlope"
"5159","pcm_fftMag_spectralHarmonicity_sma_stddevRisingSlope"
"5160","pcm_fftMag_spectralHarmonicity_sma_meanFallingSlope"
"5161","pcm_fftMag_spectralHarmonicity_sma_stddevFallingSlope"
"5162","pcm_fftMag_spectralHarmonicity_sma_linregc1"
"5163","pcm_fftMag_spectralHarmonicity_sma_linregc2"
"5164","pcm_fftMag_spectralHarmonicity_sma_linregerrQ"
"5165","pcm_fftMag_spectralHarmonicity_sma_qregc1"
"5166","pcm_fftMag_spectralHarmonicity_sma_qregc2"
"5167","pcm_fftMag_spectralHarmonicity_sma_qregc3"
"5168","pcm_fftMag_spectralHarmonicity_sma_qregerrQ"
"5169","pcm_fftMag_spectralHarmonicity_sma_centroid"
"5170","mfcc_sma.1._amean"
"5171","mfcc_sma.1._flatness"
"5172","mfcc_sma.1._rqmean"
"5173","mfcc_sma.1._meanPeakDist"
"5174","mfcc_sma.1._peakDistStddev"
"5175","mfcc_sma.1._peakRangeAbs"
"5176","mfcc_sma.1._peakRangeRel"
"5177","mfcc_sma.1._peakMeanAbs"
"5178","mfcc_sma.1._peakMeanMeanDist"
"5179","mfcc_sma.1._peakMeanRel"
"5180","mfcc_sma.1._minRangeRel"
"5181","mfcc_sma.1._meanRisingSlope"
"5182","mfcc_sma.1._stddevRisingSlope"
"5183","mfcc_sma.1._meanFallingSlope"
"5184","mfcc_sma.1._stddevFallingSlope"
"5185","mfcc_sma.1._linregc1"
"5186","mfcc_sma.1._linregc2"
"5187","mfcc_sma.1._linregerrQ"
"5188","mfcc_sma.1._qregc1"
"5189","mfcc_sma.1._qregc2"
"5190","mfcc_sma.1._qregc3"
"5191","mfcc_sma.1._qregerrQ"
"5192","mfcc_sma.1._centroid"
"5193","mfcc_sma.2._amean"
"5194","mfcc_sma.2._flatness"
"5195","mfcc_sma.2._rqmean"
"5196","mfcc_sma.2._meanPeakDist"
"5197","mfcc_sma.2._peakDistStddev"
"5198","mfcc_sma.2._peakRangeAbs"
"5199","mfcc_sma.2._peakRangeRel"
"5200","mfcc_sma.2._peakMeanAbs"
"5201","mfcc_sma.2._peakMeanMeanDist"
"5202","mfcc_sma.2._peakMeanRel"
"5203","mfcc_sma.2._minRangeRel"
"5204","mfcc_sma.2._meanRisingSlope"
"5205","mfcc_sma.2._stddevRisingSlope"
"5206","mfcc_sma.2._meanFallingSlope"
"5207","mfcc_sma.2._stddevFallingSlope"
"5208","mfcc_sma.2._linregc1"
"5209","mfcc_sma.2._linregc2"
"5210","mfcc_sma.2._linregerrQ"
"5211","mfcc_sma.2._qregc1"
"5212","mfcc_sma.2._qregc2"
"5213","mfcc_sma.2._qregc3"
"5214","mfcc_sma.2._qregerrQ"
"5215","mfcc_sma.2._centroid"
"5216","mfcc_sma.3._amean"
"5217","mfcc_sma.3._flatness"
"5218","mfcc_sma.3._rqmean"
"5219","mfcc_sma.3._meanPeakDist"
"5220","mfcc_sma.3._peakDistStddev"
"5221","mfcc_sma.3._peakRangeAbs"
"5222","mfcc_sma.3._peakRangeRel"
"5223","mfcc_sma.3._peakMeanAbs"
"5224","mfcc_sma.3._peakMeanMeanDist"
"5225","mfcc_sma.3._peakMeanRel"
"5226","mfcc_sma.3._minRangeRel"
"5227","mfcc_sma.3._meanRisingSlope"
"5228","mfcc_sma.3._stddevRisingSlope"
"5229","mfcc_sma.3._meanFallingSlope"
"5230","mfcc_sma.3._stddevFallingSlope"
"5231","mfcc_sma.3._linregc1"
"5232","mfcc_sma.3._linregc2"
"5233","mfcc_sma.3._linregerrQ"
"5234","mfcc_sma.3._qregc1"
"5235","mfcc_sma.3._qregc2"
"5236","mfcc_sma.3._qregc3"
"5237","mfcc_sma.3._qregerrQ"
"5238","mfcc_sma.3._centroid"
"5239","mfcc_sma.4._amean"
"5240","mfcc_sma.4._flatness"
"5241","mfcc_sma.4._rqmean"
"5242","mfcc_sma.4._meanPeakDist"
"5243","mfcc_sma.4._peakDistStddev"
"5244","mfcc_sma.4._peakRangeAbs"
"5245","mfcc_sma.4._peakRangeRel"
"5246","mfcc_sma.4._peakMeanAbs"
"5247","mfcc_sma.4._peakMeanMeanDist"
"5248","mfcc_sma.4._peakMeanRel"
"5249","mfcc_sma.4._minRangeRel"
"5250","mfcc_sma.4._meanRisingSlope"
"5251","mfcc_sma.4._stddevRisingSlope"
"5252","mfcc_sma.4._meanFallingSlope"
"5253","mfcc_sma.4._stddevFallingSlope"
"5254","mfcc_sma.4._linregc1"
"5255","mfcc_sma.4._linregc2"
"5256","mfcc_sma.4._linregerrQ"
"5257","mfcc_sma.4._qregc1"
"5258","mfcc_sma.4._qregc2"
"5259","mfcc_sma.4._qregc3"
"5260","mfcc_sma.4._qregerrQ"
"5261","mfcc_sma.4._centroid"
"5262","mfcc_sma.5._amean"
"5263","mfcc_sma.5._flatness"
"5264","mfcc_sma.5._rqmean"
"5265","mfcc_sma.5._meanPeakDist"
"5266","mfcc_sma.5._peakDistStddev"
"5267","mfcc_sma.5._peakRangeAbs"
"5268","mfcc_sma.5._peakRangeRel"
"5269","mfcc_sma.5._peakMeanAbs"
"5270","mfcc_sma.5._peakMeanMeanDist"
"5271","mfcc_sma.5._peakMeanRel"
"5272","mfcc_sma.5._minRangeRel"
"5273","mfcc_sma.5._meanRisingSlope"
"5274","mfcc_sma.5._stddevRisingSlope"
"5275","mfcc_sma.5._meanFallingSlope"
"5276","mfcc_sma.5._stddevFallingSlope"
"5277","mfcc_sma.5._linregc1"
"5278","mfcc_sma.5._linregc2"
